anio,numero,asignatura,tema,enunciado,opcion_1,opcion_2,opcion_3,opcion_4,respuesta_correcta
2025,106,Genética,Genética Mendeliana y Herencia,Respecto a la descendencia de una pareja en la que el padre manifiesta en heterocigosis un carácter dominante ligado al cromosoma X y la madre no presenta dicho carácter:,Nunca manifestarán el carácter.,Lo manifestarán en el 25% de los casos.,Lo manifestarán en el 50% de los casos.,Siempre manifestarán el carácter.,3
2025,107,Genética,Genética de Poblaciones y Evolución,¿Qué valor numérico obtendremos para la heredabilidad de un carácter cuantitativo en una población donde los genes y el ambiente contribuyen en igual medida a la varianza observada para ese carácter?:,"2,0.","0,5.","-0,5.","-2,0.",2
2025,108,Genética,Genética de Poblaciones y Evolución,¿Cuál es la principal causa de que las poblaciones de pequeño tamaño tiendan a perder diversidad alélica?:,El efecto más intenso de la selección natural en estas poblaciones.,La mayor tasa de mutación en estas poblaciones.,El efecto más intenso de la deriva genética en estas poblaciones.,La menor endogamia de estas poblaciones respecto a poblaciones de mayor tamaño.,3
2025,109,Genética,Mutaciones y Reparación del ADN,¿Qué es una mutación supresora?:,Aquella que elimina una mutación anterior.,Aquella que NO afecta al efecto fenotípico de una mutación anterior.,Aquella que potencia el efecto fenotípico de una mutación anterior.,Aquella que anula el efecto fenotípico de una mutación anterior.,4
2025,110,Biología Celular e Histología,"Ciclo Celular, Mitosis y Apoptosis",Como resultado de la recombinación homóloga que ocurre en la meiosis:,"Se producen heterodúplices, pero después solo en algunos casos se intercambian fragmentos entre cromosomas homólogos.","Se intercambian fragmentos entre cromosomas homólogos, pero después solo en la mitad de los casos se producen heterodúplices.","Se producen heterodúplices, pero NO se intercambian fragmentos entre cromosomas homólogos.","Se intercambian fragmentos entre cromosomas homólogos, pero NO se producen heterodúplices.",1
2025,111,Bioquímica y Biología Molecular,Procesos Moleculares,La enzima primasa es necesaria para la replicación porque produce un fragmento corto de:,ARN que proporciona un extremo 5' adecuado sobre el que la polimerasa III puede empezar la polimerización.,ARN que proporciona un extremo 3' adecuado sobre el que la polimerasa III puede empezar la polimerización.,ADN que proporciona un extremo 3' adecuado sobre el que la polimerasa III puede empezar la polimerización.,ADN que proporciona un extremo 5' adecuado sobre el que la polimerasa III puede empezar la polimerización.,2
2025,112,Genética,Citogenética y Alteraciones Cromosómicas,La alopecia androgénica es un rasgo:,Influenciado por el sexo.,Ligado al cromosoma 22.,Ligado al cromosoma Y.,Epistásico.,1
2025,113,Microbiología y Parasitología,Virología,El experimento de Alfred Hershey y Martha Chase demostró:,Con arqueas que el material genético se localiza en el ADN.,Con bacteriófagos que el material genético se localiza en las proteínas.,Que el ADN es de doble cadena.,Con bacteriófagos que el material genético se localiza en el ADN.,4
2025,114,Genética,Citogenética y Alteraciones Cromosómicas,Una inversión que incluye el centrómero se denomina:,Translocación recíproca.,Paracéntrica.,Pericéntrica.,Deleción.,3
2025,115,Genética,Mutaciones y Reparación del ADN,La luz ultravioleta produce principalmente:,Dímeros de timina.,Dímeros de guanina.,Dímeros de citosina.,Monómeros de guanina.,1
2025,116,Biología Celular e Histología,"Ciclo Celular, Mitosis y Apoptosis",Los telómeros son necesarios en eucariotas para:,Asegurar la correcta segregación de los cromosomas durante la mitosis y meiosis.,Que puedan producirse los entrecruzamientos entre cromosomas.,El inicio de la replicación de los cromosomas.,Proteger y estabilizar los extremos de los cromosomas.,4
2025,117,Genética,Genética Mendeliana y Herencia,"La fórmula cromosómica 45, X corresponde a un:",Síndrome de Edwards.,Síndrome de Klinefelter.,Síndrome de Patau.,Síndrome de Turner.,4
2025,118,Bioquímica y Biología Molecular,Procesos Moleculares,"En humanos, los dímeros de ciertas bases nitrogenadas son reparados por:",Las alquiltransferasas.,Las fotoliasas.,Reparación por escisión de nucleótidos.,NO se pueden reparar.,3
2025,119,Genética,Genética Mendeliana y Herencia,"Al hacer un cruzamiento de prueba con un individuo dihíbrido para dos genes en configuración trans (o de repulsión) que se encuentran a 20 u.m. uno del otro, se obtiene en la descendencia:",Un 0% de homocigotos recesivos.,Un 10% de homocigotos recesivos.,Un 40% de homocigotos recesivos.,Un 50% de homocigotos recesivos.,2
2025,120,Bioquímica y Biología Molecular,Procesos Moleculares,La partícula central del nucleosoma está compuesta por ADN y:,"Un tetrámero de histonas H1, H2, H3 y H4.","Un octámero de dos histonas H1, dos histonas H2, dos histonas H3 y dos histonas H4.","Un octámero de dos histonas H2A, dos histonas H2B, dos histonas H3 y dos histonas H4.",Un octámero de ocho histonas H1.,3
2025,121,Genética,Genética Mendeliana y Herencia,¿Qué técnica genética podría utilizar para diagnosticar con fiabilidad un Síndrome de Smith-Magenis?:,Reacción en cadena de la polimerasa (PCR).,Hibridación in situ con fluorescencia (FISH) con sonda locus específica.,Hibridación in situ con fluorescencia (FISH) con sonda centromérica.,Citogenética convencional (cariotipo de bandas G).,2
2025,122,Genética,Genética Mendeliana y Herencia,El gen PMP22 implicado en la enfermedad de Charcot-Marie-Tooth tipo 1A se localiza en la región cromosómica:,17q11.2.,18p11.2.,18q11.2.,17p11.2.,4
2025,123,Genética,Genética Mendeliana y Herencia,¿Cuál de los siguientes síndromes de cáncer hereditario se asocia típicamente con mutaciones del gen TP53?:,Lynch II.,Mama/ovario familiar.,Li-Fraumeni.,Retinoblastoma familiar.,3
2025,124,Hematología,Serie Blanca y Neoplasias,El mecanismo más frecuente que induce la activación del protooncogen MYC en el linfoma de Burkitt es:,Translocación.,Amplificación génica.,Duplicación.,Mutación puntual.,1
2025,125,Fisiología y Anatomía,Renal y Digestivo,¿Qué órgano o tejido NO puede usar los cuerpos cetónicos como combustible?:,Hígado.,Riñón.,Cerebro.,Corazón.,1
2025,126,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",¿Cuál de los siguientes aminoácidos NO puede ser sintetizado a partir del 3- fosfoglicerato?:,Serina.,Glutamato.,Glicina.,Cisteína.,2
2025,127,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",La alcaptonuria es un defecto hereditario del catabolismo de la fenilalanina en el que el enzima defectuoso es:,Fenilalanina hidroxilasa.,Tirosina aminotransferasa.,Homogentisato dioxigenasa.,Hidroxifenilpiruvato dioxigenasa.,3
2025,128,Biología Celular e Histología,Membrana y Tráfico,¿Cuál de las siguientes isoformas del transportador GLUT presenta una mayor afinidad por la glucosa?:,GLUT1.,GLUT2.,GLUT3.,GLUT4.,3
2025,129,Bioquímica y Biología Molecular,Metabolismo Energético,¿Cuál es la vitamina cuya deficiencia causa el beriberi?:,B1.,B2.,B3.,B5.,1
2025,130,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz",¿Cuál de las siguientes afirmaciones sobre el colágeno es CORRECTA?:,Solo contiene residuos de prolina no hidroxilados.,Es una proteína globular intracelular.,En su modificación postraduccional interviene la vitamina A.,Está formado por tres cadenas polipeptídicas que se enrollan entre sí formando una estructura helicoidal estable.,4
2025,131,Hematología,Fisiología y Patología Eritrocitaria,¿Cuál de las siguientes afirmaciones sobre la hemoglobina es CORRECTA?:,"El 2,3-BPG aumenta la afinidad de la hemoglobina por el O2.",Una disminución del pH reduce la afinidad de la hemoglobina por el O2.,La hemoglobina tiene mayor afinidad por el O2 que la mioglobina en los tejidos.,"Una molécula de hemoglobina se une a dieciséis moléculas de O2, cuatro por subunidad.",2
2025,132,Fisiología y Anatomía,Renal y Digestivo,"En condiciones de hipoglucemia, el hígado NO utiliza la glucosa como fuente de energía debido a:",Una constante de Michaelis-Menten baja para la glucoquinasa.,Una constante de Michaelis-Menten alta para la glucoquinasa.,Una regulación de la fosfofructoquinasa-1 por fosforilación.,Una reducción del número de transportadores de glucosa en la membrana plasmática.,2
2025,133,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",¿Qué proteína podría estar defectuosa en una niña con valores de triglicéridos plasmáticos de 750 mg/dL y niveles elevados de quilomicrones y VLDL?:,Apolipoproteína B100.,Apolipoproteína B48.,Apolipoproteína CII.,Lecitin-colesterol aciltransferasa (LCAT).,3
2025,134,Bioquímica y Biología Molecular,Metabolismo Energético,¿Cuál de las siguientes vías se bloquea como mecanismo de acción de los fármacos antiinflamatorios no esteroideos?:,La síntesis de prostaglandinas.,La síntesis de leucotrienos.,Toda la síntesis de eicosanoides.,La liberación de ácido araquidónico de la membrana.,1
2025,135,Bioquímica y Biología Molecular,Procesos Moleculares,"Al sintetizar la cadena complementaria de un ADN monocatenario con 20% A, 25% T, 30% G y 25% C, ¿cuál será el contenido de T?:",20%.,"22,5%.",25%.,30%.,1
2025,136,Bioquímica y Biología Molecular,Metabolismo Energético,Un paciente con una mutación del ADN mitocondrial reduce la actividad del complejo I de la cadena transportadora de electrones. ¿Qué paso de la transferencia de electrones se verá afectado?:,Succinato al complejo III.,Coenzima Q al complejo III.,NADH a la coenzima Q.,Coenzima Q al oxígeno.,3
2025,137,Biología Celular e Histología,Histología Humana,¿Dónde se sintetiza el grupo hemo?:,Exclusivamente en el tejido eritroide.,De modo preferente en el sistema nervioso central y periférico.,"En la mayoría de las células, fundamentalmente en los tejidos eritroide y hepático.",Exclusivamente en el tejido hepático.,3
2025,138,Hematología,Fisiología y Patología Eritrocitaria,Indique cuál de las siguientes determinaciones orientan al diagnóstico de anemia hemolítica:,"Hemoglobina baja, presencia de esquistocitos en el frotis sanguíneo, bilirrubina y LDH elevadas.",Hemoglobina baja y déficit de vitamina B12.,Hemoglobina baja con disminución de reticulocitos.,Hemoglobina baja con déficit de hierro.,1
2025,139,Bioquímica y Biología Molecular,Bioquímica Clínica,"En el cribado prenatal de cromosomopatías del primer trimestre del embarazo, ¿Qué marcadores bioquímicos de utilizan?:",La α-fetoproteina (AFP) y la fracción libre de la β-gonadotropina coriónica humana (β-HCG).,La proteína plasmática asociada al embarazo (PAPP-A) y la fracción libre de la β-HCG.,La AFP y la PAPP-A.,La AFP y el estriol no conjugado (uE3).,2
2025,140,Bioquímica y Biología Molecular,Técnicas de Biología Molecular,¿Cuál de los siguientes parámetros analíticos se utiliza para evaluar el estado nutricional de un paciente?:,Procalcitonina.,Transferrina.,Prealbúmina.,PCR.,3
2025,141,Bioquímica y Biología Molecular,Bioquímica Clínica,"Paciente de 39 años que consulta para conocer su riesgo vascular. Su padre sufrió un infarto de miocardio sin aparentes factores de riesgo a edad temprana. En el perfil lipídico la lipoproteína (a) está muy elevada, 600 nmol/L (valor normal hasta 125 nmol/L). Respecto a esta lipoproteína, señale la respuesta INCORRECTA:",Es un factor de riesgo independiente para la enfermedad vascular aterosclerótica.,Las concentraciones plasmáticas elevadas habitualmente son de origen genético.,El tratamiento con dieta y ejercicio reduce las concentraciones plasmáticas de la lipoproteína (a) a valores normales.,Dado que es un factor heredable habitualmente sólo se necesita medir una vez en la vida.,3
2025,142,Bioquímica y Biología Molecular,Bioquímica Clínica,¿Cuál de los siguientes parámetros séricos se cuantifica en primer lugar como prueba de cribado para detectar disfunciones tiroideas en pacientes ambulatorios?:,Tiroxina libre.,Triyodotironina total.,Tirotropina.,Tiroglobulina.,3
2025,143,Bioquímica y Biología Molecular,Bioquímica Clínica,"Respecto al test de O’Sullivan utilizado en el cribado de la diabetes gestacional, señale la opción CORRECTA:","Consiste en una prueba diagnóstica basada en la administración de 100 g de glucosa oral con determinaciones de glucemia basal a las 1, 2 y 3 horas, siendo diagnóstico de diabetes gestacional si dos o más valores están alterados.","Consiste en una prueba de cribado basado en la administración de 50 g de glucosa oral, considerándose positiva si la glucemia es superior a 140 mg/dL a la hora.","Forma parte de un protocolo diagnóstico de un solo paso recomendado universalmente por la OMS. Consiste en administrar 50 g de glucosa, diagnosticando diabetes gestacional si la glucemia es ≥ 140 mg/dL a los 120 minutos.","Es una prueba de cribado que se realiza en mujeres embarazadas exclusivamente con factores de riesgo, administrando 75 g de glucosa oral, siendo positiva si es superior a 200 mg/dL a la hora.",2
2025,144,Fisiología y Anatomía,Cardiovascular y Respiratorio,"En un paciente con cáncer de pulmón y una elevación de la enolasa neuronal específica en suero, ¿Qué tipo histológico de cáncer de pulmón sospecharía?:",Adenocarcinoma.,Escamoso.,De células grandes.,De células pequeñas.,4
2025,145,Bioquímica y Biología Molecular,Bioquímica Clínica,"En cuanto al pH en líquido pleural, ¿Cuál es la afirmación CORRECTA?:","Un pH inferior a 7,3 en un derrame pleural maligno sugiere que la enfermedad está avanzada.","Un pH inferior a 7,3 en un derrame pleural paraneumónico indica que es un empiema.","Un pH inferior a 7,3 es uno de los criterios de Light de exudado pleural.","Un pH inferior a 7,3 es frecuente en los trasudados pleurales.",1
